,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track
0,MILLION DOLLAR BABY,Million Dollar Baby - Single,Tommy Richman,2024-04-26,QM24S2402528,-1.731018598572235,17.73646801101523,-0.10703999408381278,-0.4062722949630619,5.883899930080783,1.938395979327864,-0.46985495964280566,-0.27451125163652845,2.28864277987099,1.1050991534990284,0.799656514881662,-0.3264515888485259,2.3160643161588412,-0.11727188593220808,1.0483195712780895,0.6117488482071111,5.132974402084131,3.8860878585770293,-0.46252356146916696,-0.29258142472418575,-0.5949672623174548,0.024813477848610235,-0.7482317801859917
1,Not Like Us,Not Like Us,Kendrick Lamar,2024-05-04,USUG12400910,-1.7302625889649006,13.078918065612944,-0.23260569254428157,-0.44315226220666876,5.1357181756010695,1.938395979327864,-0.42254480892206037,0.1255772293111569,-0.1279256350059876,-0.1587410297046173,-0.18266723935824697,-0.31668772488915586,1.9881721807497548,-0.11890294395647573,-0.6249400198523505,0.7147748682277087,2.8736391882382004,3.754580532422388,-0.5324162984753309,-0.26774537255411657,-0.48791432759547576,-0.24985909304403345,1.3364842639421501
2,i like the way you kiss me,I like the way you kiss me,Artemas,2024-03-19,QZJ842400387,-1.7295065793575664,12.884312914690842,0.28947390776265014,-0.0716889578682572,6.392414099905586,1.938395979327864,-0.41332230891449767,-0.15820221402203738,0.9874537824005137,0.3332486019178215,0.4232940070568909,0.050352708799558256,2.017980556696035,0.15891508652220962,0.6846743150559087,2.1365339445119576,11.027640929274781,6.428562830900088,-0.5512651740646268,-0.37048184448200117,-0.4531769874477229,0.48810989690393547,-0.7482317801859917
3,Flowers,Flowers - Single,Miley Cyrus,2023-01-12,USSM12209777,-1.728750569750232,10.45823536652865,2.9787547126304386,2.9811590720768906,3.8444720310033196,1.462272315409395,1.0226999341100338,1.7368953829629008,2.9634176718892724,1.9810774127510975,2.5771079604721057,5.077051768587779,5.058434903216655,11.75404862466444,4.728999259256649,4.77400005703926,7.363735965410708,8.09432229552554,0.7149684767518059,0.5203589203230653,1.104952015167933e-16,1.645891735140002,-0.7482317801859917
4,Houdini,Houdini,Eminem,2024-05-31,USUG12403398,-1.7279945601428974,9.897772531872999,-0.6400849616339932,-0.7391271049723037,4.350429891919586,1.666325314231596,-0.4800343945032727,0.16695932999567598,-0.4402812186528587,0.0,-4.5707814815970263e-17,-0.39032470764589544,1.898747052910913,-0.35563818298127237,-0.629854144936434,1.023852928289502,5.152464479091679,3.4915658801131064,-0.5548794747218956,-0.36432351266330276,-0.868515926200281,-0.36696581411938456,1.3364842639421501
5,Lovin On Me,Lovin On Me,Jack Harlow,2023-11-10,USAT22311371,-1.727238550535563,9.5552674662501,0.4199088121689063,0.6588404278588326,5.163693671925919,1.326236982861261,-0.40071163015720906,-0.34681651837938865,1.5459107385270623,0.2097835140283502,0.3407744459331049,4.259980423683921,1.24296278209274,3.865713852952898,10.802857863183885,1.10627374430598,4.99713512017309,5.551847323202481,0.3613501748633142,-0.16621173500486583,-0.3208926526005269,0.3520633116010231,1.3364842639421501
6,Beautiful Things,Beautiful Things,Benson Boone,2024-01-18,USWB12307016,-1.7264825409282285,9.480020141226888,0.8515062434715791,0.19449004505361853,6.052117721510829,1.5302899816834619,-0.13876888716144994,0.2685985641677081,0.0,-0.17030326953643582,-0.1200584923745135,7.188065661098375,3.359357474278662,2.7184756596807014,0.4217686230574402,2.795900472643783,14.76660343713956,5.639518873972242,-0.13821749035444436,-0.13742479987576334,1.104952015167933e-16,1.3213388932837762,-0.7482317801859917
7,Gata Only,Gata Only,FloyyMenor,2024-02-02,QZL382406049,-1.7257265313208943,8.66527324269969,0.4282094812890653,-0.2734024014515193,6.379825963552358,1.938395979327864,-0.2572800780027153,-0.3362364482437906,1.212645883264565,0.46323788663725807,0.5067778006212743,2.985933051974304,1.5708549175018265,-0.31394270983298866,-0.5585993312172229,1.1268789483100996,10.05913402566891,1.2121055600993298,-0.5625454393846636,-0.3699277297682485,1.104952015167933e-16,0.6259228356885321,1.3364842639421501
8,Danza Kuduro - Cover,ýýýýýýýýýýýýýýýýýýýýý - ýýýýýýýýýýýýýýýýýý -,MUSIC LAB JPN,2024-06-09,TCJPA2463708,-1.7249705217135598,8.14373143822846,2.267373943986904,-0.8414502411357033,-0.7927427179818249,4.832945867439307e-16,-8.792340926306948e-17,0.0,0.0,0.0,-4.5707814815970263e-17,1.0062949112255748e-16,-1.0590062496717888e-16,0.0,1.3966783524448158e-16,0.0,0.0,0.0,-1.0186023807108566e-16,0.0,1.104952015167933e-16,0.0,1.3364842639421501
9,BAND4BAND (feat. Lil Baby),BAND4BAND (feat. Lil Baby),Central Cee,2024-05-23,USSM12404354,-1.7242145121062253,7.492452866475829,-0.6708493500009547,-0.6941145594736717,5.461764519745018,1.5302899816834619,-0.5458814077161784,-0.43793004676921243,-0.2934745688270317,0.01832582888157077,-0.035754680541777106,-0.28574737300071934,2.0328847446691753,-0.42487121444790227,-0.3448348900595896,0.9414321122730237,2.992541692087372,2.921700800109662,-0.5787242466635661,-0.3920923183183556,-0.6625196835549599,-0.32990232019374716,1.3364842639421501
10,I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,2024-05-10,USUM72404990,-1.7234585024988909,7.271900362097448,-0.3710659402604615,-0.6116694847942448,4.937726762129758,1.870378313053797,-0.5466280803855971,-0.5368440703466397,0.0,-0.2305903117865857,-0.2222058323573715,-0.02841274839321752,1.5261423535824055,0.05938742911245619,-0.45785976699351066,0.5705384401988719,3.3731674125377475,3.8860878585770293,-0.42731400046951956,-0.30050571563061634,-0.786211513294294,-0.27728521077959867,1.3364842639421501
11,The Door,The Door,Teddy Swims,2024-06-14,USWB12402486,-1.7227024928915564,7.2226003905305145,-0.6323362793983792,-0.8414360728809036,-0.7837869952316855,4.832945867439307e-16,-8.792340926306948e-17,0.0,0.0,0.0,-4.5707814815970263e-17,1.0062949112255748e-16,-1.0590062496717888e-16,0.0,1.3966783524448158e-16,0.0,0.0,-1.0235189845295667,-1.0186023807108566e-16,0.0,1.104952015167933e-16,0.0,1.3364842639421501
12,LUNCH,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401991,-1.7219464832842222,7.121405712051023,-0.4245596619891345,-0.6459424931547078,5.90594031445704,1.938395979327864,-0.5351318679065037,-0.36605901811877956,-0.35539527924160963,-0.13687099593546323,-0.15358868004845394,-0.0031284137036006812,2.8228067072456113,-0.11421675694259,-0.5217433930865965,2.1777443525201967,11.632684311212875,6.034040852436165,-0.5763381275282868,-0.3903939341957153,-0.8028956114162716,-0.3681475743743755,-0.7482317801859917
13,Like That,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402041,-1.7211904736768877,6.911232149055152,-0.17339791696062948,-0.23187524663361236,2.8801324148303165,1.666325314231596,-0.44948850048077427,-0.332473352213727,0.0,0.0,-4.5707814815970263e-17,-0.2861111287048172,1.4665256016898442,0.29059197392298486,-0.6249400198523505,0.4675124201782742,0.5373851352785136,3.6669089816526275,-0.4061451755616252,-0.3131557490957994,-0.1666899729956698,-0.10020694602226393,1.3364842639421501
14,bathroom floor,bathroom floor,Kids With Buns,2022-10-07,NLC242100307,-1.7204344640695532,6.739979616243705,-0.8408216737849928,-0.8375398028109874,-0.7919131951467909,-3.503017322597497,9.342912624110824,3.125485713294433,-0.44806140170778463,-0.23096640707608423,-0.22260416601038127,1.0062949112255748e-16,-0.7989109702274805,-0.4477722626465029,1.3966783524448158e-16,0.0,0.0,0.0,-1.0186023807108566e-16,0.0,1.104952015167933e-16,-0.447319313105865,-0.7482317801859917
15,LALA,LALA - Single,Myke Towers,2023-03-22,USWL12300002,-1.7196784544622188,6.695869115368027,0.899456926702126,0.6264376291319294,1.9217937155692422,1.054166317764993,0.7840288012969261,0.3077151826900207,4.797167008375133,0.8388542663204493,1.215088258525309,2.867017236959083,0.587178511274567,0.30710126174222185,-0.07210094789295403,0.5705384401988719,1.365903567478263,2.5271788216457396,-0.5024006442701856,-0.3362303471758093,-0.8290789462132493,0.04191136868906508,1.3364842639421501
16,Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401028,-1.7189224448548843,6.636190202418583,-0.097707318166881,-0.6603374400311981,5.248973033529049,1.734342980505663,-0.43976406920908845,-0.10060013629965134,-0.38196661857660097,-0.17898968209208294,-0.1828631742959239,-0.1267333664104643,2.4800103838633842,0.6195440874365788,-0.6249400198523505,1.3741413963595341,11.55236873445116,4.762803366274635,-0.5175025172754333,-0.335351872629616,-0.8583983205455068,-0.2336105536471477,-0.7482317801859917
17,greedy,greedy,Tate McRae,2023-09-14,USRC12301932,-1.71816643524755,6.53499552393909,1.5255530831264177,0.6492910241238379,5.959076226461575,1.5983076479575289,-0.38522485267131495,-0.31924093325175995,0.6406166665962649,0.6288658397611208,0.8234047581750281,3.9224299145727852,2.27135175223942,5.068615006109112,7.500565806679757,3.208004552726174,6.4520791601056,5.4641757724327205,-0.2790135784377993,-0.34060920491375724,1.104952015167933e-16,0.7871028565359244,1.3364842639421501
18,BLUE,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401996,-1.7174104256402156,6.506453435137183,-0.6697286910728922,-0.7493849214472832,0.9826851416619617,1.5302899816834619,-0.5705116016107786,-0.5325161264290758,-0.0011423873218862255,0.014565942272054898,0.012305642006360099,-0.5708438010701924,0.3189031277580417,-0.4550250891909621,-0.629854144936434,-0.17124890394943176,1.183479645395043,0.33539005240172326,-0.5836633107994239,-0.3951557167358501,-0.8229146545982011,-0.40227092387421354,-0.7482317801859917
19,As It Was,As It Was,Harry Styles,2022-03-31,USSM12200612,-1.7166544160328812,6.490885023063414,5.368188902750662,4.926701316406651,4.972267373132681,1.5983076479575289,0.587245117074455,1.3921651530854589,0.8595806353154752,3.1195681437769136,2.7308912400210574,11.726384398727529,5.967590369578214,14.26283113252936,11.429408811404535,6.133943521311149,3.656133068900094,7.173771012443053,0.32098802219024114,-0.035895667324185365,1.104952015167933e-16,2.202758312529923,-0.7482317801859917
20,Paint The Town Red,Paint The Town Red,Doja Cat,2023-08-04,USRC12300907,-1.7158984064255467,6.451963992878993,1.162266539458782,1.5797486533294283,3.3400053078398373,0.9861486514909259,-0.23871124250068357,-0.04068994212962043,1.018927533842811,1.1068685681126726,1.137699695905443,1.214941680817485,1.5410465415555459,2.862712521816573,0.038466866498925265,2.280770372540794,3.9113937001180723,5.2888326708932,-0.10510523911458416,-0.17464058565064844,1.104952015167933e-16,0.8909100374300513,1.3364842639421501
21,Espresso,Espresso,Sabrina Carpenter,2024-04-12,USUM72403305,-1.7151423968182125,6.218437811772472,0.18899733229520593,-0.49540478590794507,8.11515085921651,2.1424489781500653,-0.43552109812528317,-0.24910324771935907,-0.3487998932281029,0.11587002349212655,0.041858732815980855,0.13284402359553435,3.627632857795187,-0.14846069596985398,-0.052444447556619936,2.7752952686396632,12.630998697467337,5.42033999704784,-0.5147605097965742,-0.3470153116044589,-0.7887889207610268,-0.20473402133217652,1.3364842639421501
22,Danza Kuduro - Cover,CLUB DE YOKUKIKU YOUGAKU MEDLEY,MUSIC LAB JPN,2024-05-21,TCJPA2445163,-1.714386387210878,6.153569428131772,2.2721833357441072,-0.841322726842506,-0.792720986724583,4.832945867439307e-16,-8.792340926306948e-17,0.0,0.0,0.0,-4.5707814815970263e-17,1.0062949112255748e-16,-1.0590062496717888e-16,0.0,1.3966783524448158e-16,0.0,0.0,0.0,-1.0186023807108566e-16,0.0,1.104952015167933e-16,0.0,1.3364842639421501
23,TEXAS HOLD 'EM,TEXAS HOLD 'EM,Beyoncï¿,2024-02-10,USSM12401302,-1.7136303776035435,6.150974692786144,-0.03890383233523328,-0.35912034298967593,4.39996215028179,1.5302899816834619,-0.5414721386281818,-0.5621564290943601,0.24967207647233533,0.7639585307816933,1.0270892821459134,1.4674815150014442,1.555950729528686,2.1059512754505234,-0.0008461341737429301,3.331635776750891,12.414052347604763,6.64774170782449,-0.4908516255914067,-0.23243520079481997,1.104952015167933e-16,-0.07587504605609803,1.3364842639421501
24,Future,Future,official sound studio,2024-01-10,RUA1H2415548,-1.712874367996209,6.114648397947351,0.0,-0.8414502411357033,-0.7927431593979877,4.832945867439307e-16,-8.792340926306948e-17,0.0,4.037432156786026,0.32931578841173403,0.6029571731903537,1.0062949112255748e-16,-1.0590062496717888e-16,0.0,1.3966783524448158e-16,0.0,0.0,0.0,-1.0186023807108566e-16,0.0,1.104952015167933e-16,0.0,-0.7482317801859917
25,Beat Automotivo Tan Tan Tan Viral,Beat Automotivo Tan Tan Tan Viral,WZ Beat,2022-05-24,BXWEH2200054,-1.7121183583888746,5.870743275458319,-0.8274961633475493,-0.7918188445723706,-0.7702960609604111,-1.938610998293956,-0.5879239405245684,-0.6451669618903753,17.403077759774387,3.125394032303426,4.171184640488945,1.0062949112255748e-16,-0.7989109702274805,0.0,0.4463392484778578,-0.6451685960441813,-0.4076880880406998,-1.067354759914447,-1.0186023807108566e-16,0.0,1.104952015167933e-16,-0.335706989139924,-0.7482317801859917
26,STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI,2021-07-09,USSM12103949,-1.7113623487815404,5.824038039237014,5.0019989627597266,5.558789667785457,3.7841827663512415,0.9861486514909259,1.2600048421412442,2.6463431161237625,3.1039397254741714,4.37659715377031,4.323349953440796,6.724596323414195,6.832033272020351,12.046744884938095,9.431816964724582,2.7546900646355437,1.4132098058234996,4.499788713965354,0.7595593455400735,0.16688779292093062,1.2750370067392587,0.0,1.3364842639421501
27,Baby Shark,ýýýýýýýýý ýýýýýý ýýýýýýýýýýýý,Pinkfong,2015-12-01,KRE671700001,-1.710606339174206,5.808469627163245,0.5142375647837749,0.022019879376927558,-0.5370352923566021,0.5100249875724567,23.48369239527257,10.337714383889367,3.2262789166544956,0.3467983363483929,1.038407031293525,-0.577044115549395,-0.321976955086991,-0.45417230250822316,-0.2834083265085456,-0.2742749239700295,-0.3912622846013752,-0.3659823537563619,0.0054104608111033,9.668896459326243,1.104952015167933e-16,-0.08230149834638893,-0.7482317801859917
28,we can't be friends (wait for your love),eternal sunshine,Ariana Grande,2024-03-08,USUM72317276,-1.7098503295668714,5.7332223021400335,0.27021428630876165,-0.4702136288740868,5.91321699198943,1.5983076479575289,-0.36275126226306975,0.033939231536972835,0.0,0.0,-4.5707814815970263e-17,0.39608516603701716,2.0775973085885964,1.201277076782232,-0.5536852061331394,1.7450350684336862,6.538225451599001,4.412117163195593,-0.5165126769722672,-0.3612465992527899,-0.7851511979504258,-0.16809378636194572,-0.7482317801859917
29,Numb / Encore,Papercuts,JAY-Z,2024-04-12,USWB12400678,-1.709094319959537,5.556780298637329,1.0453206137838202,-0.8396508727761419,-0.7762595933188653,4.832945867439307e-16,-8.792340926306948e-17,0.0,0.0,0.0,-4.5707814815970263e-17,1.0062949112255748e-16,-1.0590062496717888e-16,0.0,1.3966783524448158e-16,0.0,0.0,0.0,0.6439278233050022,-0.0030091843128476057,1.104952015167933e-16,0.3444689125279261,1.3364842639421501
30,Danza Kuduro - Cover,ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý,LOVE BGM JPN,2024-05-14,TCJPA2406007,-1.7083383103522025,5.3959067072083915,2.252443760200868,0.0,0.0,4.832945867439307e-16,-8.792340926306948e-17,0.0,0.0,0.0,-4.5707814815970263e-17,1.0062949112255748e-16,-1.0590062496717888e-16,0.0,1.3966783524448158e-16,0.0,0.0,0.0,-1.0186023807108566e-16,0.0,1.104952015167933e-16,0.0,1.3364842639421501
31,SHEESH,BABYMONS7ER,BABYMONSTER,2024-04-01,KRA402400016,-1.7075823007448683,5.076754259696146,-0.6064993558652404,-0.792173050942363,0.08792758506405322,1.258219316587194,-0.06328315542018391,0.44600072818947106,-0.34723408216014806,-0.13187174932030934,-0.14782497345323423,-0.5151985871427543,-0.2772643911675701,-0.4384081681010881,-0.5536852061331394,-0.6039581880359423,-0.2981288952656245,0.028539624707560992,-0.5847047061395122,-0.3932185677365521,-0.8650461430080356,-0.4139227647579051,-0.7482317801859917
32,Water,Water,Tyla,2023-07-28,USSM12305126,-1.7068262911375338,5.001506934672933,0.41936481618161936,0.5534002756395001,4.316513715011476,1.326236982861261,-0.20299844517814686,-0.08193060526403462,0.5551774739410051,0.5259934781757437,0.5313883554876886,4.536676112317743,2.5396271357559455,3.5751868170566956,2.3530197811022653,3.0431629206932174,5.721955298336699,7.129935237058173,-0.3093084651679026,-0.2717503154852233,-0.5219229011549206,0.6938590857556443,-0.7482317801859917
33,Strangers,Strangers,Kenya Grace,2023-09-01,USWB12305048,-1.7060702815301994,4.972964845871025,0.5694010699702362,1.129920731693902,2.734489834390307,1.054166317764993,-0.4197995465525571,-0.3235447402987318,0.04134660773937211,0.17296050184741643,0.2052457605793014,2.3656363765288093,1.6155674814212473,2.674064516319424,1.4709343285092726,1.6626142524172078,4.722610462335109,3.7984163078072686,-0.44732321984725737,-0.3718693837652193,-0.23194136637856483,0.8764060687317892,-0.7482317801859917
34,Too Sweet,Unreal Unearth: Unheard,Hozier,2024-03-22,USSM12401865,-1.7053142719228649,4.923664874304093,0.15915120691304566,-0.5077028310740807,1.498846710685668,4.832945867439307e-16,-0.5025310895598968,-0.4525811272185952,0.0,0.0,-4.5707814815970263e-17,0.0688077862994317,2.4800103838633842,0.8018748478955748,-0.475059204787803,0.1996447681247201,-0.20036682515313206,0.9490909077900478,-0.37346553684121525,-0.2922480548963996,-0.7908359925908468,0.0,-0.7482317801859917
35,What's Love Got to Do with It - 2023 Remaster,What's Love Got to Do with It (30th Anniversary Deluxe Edition),Tina Turner,2024-04-26,GBAYE2300351,-1.7045582623155304,4.882149108774045,0.06023844571350919,-0.8413652316069051,-0.7926916495273063,4.832945867439307e-16,-8.792340926306948e-17,0.0,0.0,0.0,-4.5707814815970263e-17,1.0062949112255748e-16,-1.0590062496717888e-16,0.0,1.3966783524448158e-16,0.0,0.0,-1.067354759914447,0.24323813896832053,-0.019123560988403107,1.104952015167933e-16,0.20594794474595884,-0.7482317801859917
36,A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,2024-04-12,USUYG1541249,-1.7038022527081962,4.788738636331436,-0.25475106979045475,-0.47640515622155366,5.327235949405261,2.210466644424132,-0.5016876658988082,-0.47200724763706975,0.0,-0.17393945267764221,-0.1500809280947847,-0.16893729560623985,1.4069088497972833,0.0,-0.28586538905058734,0.5293280321906328,7.940434265884265,5.2888326708932,-0.43895139139933664,-0.2599246965941601,-0.6149058060072936,-0.14556135679154827,1.3364842639421501
37,Lose Control,Lose Control,Teddy Swims,2023-06-23,USWB12302315,-1.7030462431008617,4.729059723381992,0.6163801680437158,0.4087282258798113,5.340138577796888,1.5983076479575289,-0.3888622645363736,-0.3215986769099679,-0.25989978362446053,-0.1303669477997743,-0.10805762108236876,6.200794050580126,2.3905852560245426,4.559526194961045,-0.23426707566771032,2.074718332499599,13.027882729983535,4.149102510886311,1.1475243143714904,-0.06959304991662461,-0.5599122546824906,1.4147620621066617,-0.7482317801859917
38,fukumean,fukumean,Gunna,2023-06-15,USAT22306575,-1.7022902334935273,4.651217663013151,0.5879137860751364,1.8241793851337718,1.9369951035159978,1.12218398403906,-0.4544772429417707,-0.38529587840242474,0.1389877390078218,0.40726963477822825,0.40655170275228436,-0.34328944683563367,1.0193999624956356,1.7399484783907477,9.203310148314698,0.158434360116481,0.29294312448844834,2.746357698570141,-0.14498948575526002,-0.3034519841086184,1.0845696322166716,0.2507739016562752,1.3364842639421501
39,Dance Monkey,Dance Monkey,Tones And I,2019-05-10,QZES71982312,-1.7015342238861928,4.479965130201703,4.9345093697278655,4.474478959709976,1.4109812276054727,0.5100249875724567,4.37171094575881,5.483856253403104,4.459267826839692,0.5765677752970307,0.9011985597393791,3.5187296711974763,7.368584039053402,4.293688575452488,-0.21706763787341798,11.367665338357515,1.4025297120954754,4.1929382862711915,1.9661377348424185,3.4072244990117495,1.3396156925021772,7.493540768732505,-0.7482317801859917
40,BIRDS OF A FEATHER,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401994,-1.7007782142788583,4.435854629326027,-0.4384737718759197,-0.6874413114630152,6.087469146094504,1.938395979327864,-0.5778935360302973,-0.6042509058286898,-0.3288713887268594,-0.08521869240666738,-0.13765973181213756,-0.330737140870411,2.867519271165032,-0.4283734354847815,-0.6126547071421417,0.7147748682277087,3.2202408621954124,4.368281387810713,-0.5798533990394549,-0.3842085723909801,-0.7995365817625181,-0.3972773536794017,-0.7482317801859917
